,venue.id,venue.name,venue.location.address,venue.location.crossStreet,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,neighborhood,pop_rank,venue.location.postalCode,venue.location.cc,venue.location.city,venue.location.state
42,4d66ec017579224b6f4dfa99,Amvets Phillip Carpenter Post 66,700 McHenry Rd,,42.146684,-87.944569,"[{'label': 'display', 'lat': 42.146684, 'lng': -87.944569}]",Prospect Heights,43,,,,
43,4d54ae9aba5b224bf72c0614,Eddie's Bar,10 E Norrhwest Hwy.,,42.084362910915864,-87.98241987421443,"[{'label': 'display', 'lat': 42.084362910915864, 'lng': -87.98241987421443}]",Prospect Heights,44,,,,
44,4f32cc2219836c91c7fbbf29,Dam Inn,1000 S Milwaukee Ave,,42.12406,-87.896949,"[{'label': 'display', 'lat': 42.12406, 'lng': -87.896949}, {'label': 'entrance', 'lat': 42.123836, 'lng': -87.897415}]",Prospect Heights,45,,,,
45,5017ffd7e4b0ec7798dfb00f,Blackfinn Ameripub,157 Randhurst Village Dr,,42.0853060559875,-87.93176681672448,"[{'label': 'display', 'lat': 42.0853060559875, 'lng': -87.93176681672448}]",Prospect Heights,46,,,,
46,4e487d02fa76a07fde757db6,Excueses Bar And Billiards,,,42.04339164419131,-87.9074855536646,"[{'label': 'display', 'lat': 42.04339164419131, 'lng': -87.9074855536646}]",Prospect Heights,47,,,,
47,4ce87ed0baa6a1cd9f7f2e6c,Bar Louie,200 E East Rand Road,at Kensington Rd,42.07946738,-87.9334909,"[{'label': 'display', 'lat': 42.07946738, 'lng': -87.9334909}]",Prospect Heights,48,,,,
48,5758036acd10b0341527928b,Executive Lounge,2855 Milwaukee Ave,at Hilton,42.101745,-87.881845,"[{'label': 'display', 'lat': 42.101745, 'lng': -87.881845}, {'label': 'entrance', 'lat': 42.101261, 'lng': -87.881754}]",Prospect Heights,49,,,,
49,4bcd0032b6c49c7452da9491,Kilcoyne's Redwood Inn,342 N Milwaukee Ave,,42.14507647710822,-87.91090355542252,"[{'label': 'display', 'lat': 42.14507647710822, 'lng': -87.91090355542252}]",Prospect Heights,50,,,,
0,4b191af6f964a5200dd823e3,The Prince Albert,85 Albert Bridge Rd,,51.479601931187865,-0.16558615231681306,"[{'label': 'display', 'lat': 51.479601931187865, 'lng': -0.16558615231681306}]",Chelsea,1,SW11 4PF,,,
1,527a8644498ec716be9d5129,The Hari Bar & Garden Terrace,20 Chesham Pl,,51.497367318596865,-0.15603346654061542,"[{'label': 'display', 'lat': 51.497367318596865, 'lng': -0.15603346654061542}]",Chelsea,2,SW1X 8HQ,,,
2,5b64726f66fc65002c234a74,360 Lounge,176 Brompton Rd,,51.498069,-0.166864,"[{'label': 'display', 'lat': 51.498069, 'lng': -0.166864}]",Chelsea,3,SW3 1HW,,,
